#      time         order        boil_q_1     boil_q_2     chil_q1      chil_q2      loccool      locheat      qdomwat   
  336.0000000       1.0000       7736.1       0.0000      4.20117E-11   0.0000       0.0000       21711.       0.0000    
  336.0277111       1.0000       7742.4       0.0000      4.20117E-11   0.0000       0.0000       21728.       0.0000    
  336.0554222       1.0000       7747.8       0.0000      4.20117E-11   0.0000       0.0000       21745.       0.0000    
  336.0682198       1.0000       7750.2       0.0000      4.20117E-11   0.0000       0.0000       21753.       0.0000    
  336.0682198       1.0000       7750.2       0.0000      4.20117E-11   0.0000       0.0000       21753.       0.0000    
  336.0903887       1.0000       7753.3       0.0000      4.20117E-11   0.0000       0.0000       21767.       0.0000    
  336.1125575       1.0000       7756.3       0.0000      4.20117E-11   0.0000       0.0000       21780.       0.0000    
  336.1568953       1.0000       7762.4       0.0000      4.20117E-11   0.0000       0.0000       21807.       0.0000    
  336.2455708       1.0000       7774.4       0.0000      4.20117E-11   0.0000       0.0000       21859.       0.0000    
  336.4229219       1.0000       7798.4       0.0000      4.20117E-11   0.0000       0.0000       21959.       0.0000    
  336.7776240       1.0000       7846.1       0.0000      4.20117E-11   0.0000       0.0000       22145.       0.0000    
  337.0000000       1.0000       7875.8       0.0000      4.20117E-11   0.0000       0.0000       22257.       0.0000    
  337.0000000       1.0000       7875.8       0.0000      4.20117E-11   0.0000       0.0000       22257.       0.0000    
  337.2837617       1.0000       7907.4       0.0000      4.20117E-11   0.0000       0.0000       22392.       0.0000    
  337.5675234       1.0000       7936.6       0.0000      4.20117E-11   0.0000       0.0000       22520.       0.0000    
  338.0000000       1.0000       7980.6       0.0000      4.20117E-11   0.0000       0.0000       22704.       0.0000    
  338.0000000       1.0000       7980.6       0.0000      4.20117E-11   0.0000       0.0000       22704.       0.0000    
  338.2270094       1.0000       8003.5       0.0000      4.20117E-11   0.0000       0.0000       22797.       0.0000    
  338.4540187       1.0000       8026.4       0.0000      4.20117E-11   0.0000       0.0000       22887.       0.0000    
  338.9080375       1.0000       8071.8       0.0000      4.20117E-11   0.0000       0.0000       23057.       0.0000    
  339.0000000       1.0000       8081.0       0.0000      4.20117E-11   0.0000       0.0000       23091.       0.0000    
  339.0000000       1.0000       8081.0       0.0000      4.20117E-11   0.0000       0.0000       23091.       0.0000    
  339.3632150       1.0000       8108.5       0.0000      4.20117E-11   0.0000       0.0000       23219.       0.0000    
  339.7264300       1.0000       8133.5       0.0000      4.20117E-11   0.0000       0.0000       23340.       0.0000    
  340.0000000       1.0000       8152.2       0.0000      4.20117E-11   0.0000       0.0000       23429.       0.0000    
  340.0000000       1.0000       8152.2       0.0000      4.20117E-11   0.0000       0.0000       23429.       0.0000    
  340.2001218       1.0000       8150.4       0.0000      4.20117E-11   0.0000       0.0000       23490.       0.0000    
  340.4002436       1.0000       8140.2       0.0000      4.20117E-11   0.0000       0.0000       23547.       0.0000    
  340.4264857       1.0000       8138.8       0.0000      4.20117E-11   0.0000       0.0000       23554.       0.0000    
  340.4789699       1.0000       8136.2       0.0000      4.20117E-11   0.0000       0.0000       23569.       0.0000    
  340.4789699       1.0000       8136.2       0.0000      4.20117E-11   0.0000       0.0000       23569.       0.0000    
  340.6390673       1.0000       8125.4       0.0000      4.20117E-11   0.0000       0.0000       23613.       0.0000    
  340.7991647       1.0000       8114.9       0.0000      4.20117E-11   0.0000       0.0000       23655.       0.0000    
  341.0000000       1.0000       8101.7       0.0000      4.20117E-11   0.0000       0.0000       23706.       0.0000    
  341.0000000       1.0000       8101.7       0.0000      4.20117E-11   0.0000       0.0000       23706.       0.0000    
  341.0334978       1.0000       8099.5       0.0000      4.20117E-11   0.0000       0.0000       23715.       0.0000    
  341.0669955       1.0000       8097.3       0.0000      4.20117E-11   0.0000       0.0000       23723.       0.0000    
  341.0986329       1.0000       8090.2       0.0000      4.20117E-11   0.0000       0.0000       23731.       0.0000    
  341.1209903       1.0000       8085.1       0.0000      4.20117E-11   0.0000       0.0000       23736.       0.0000    
  341.1405617       1.0000       8080.6       0.0000      4.20117E-11   0.0000       0.0000       23741.       0.0000    
  341.1612116       1.0000       8075.8       0.0000      4.20117E-11   0.0000       0.0000       23746.       0.0000    
  341.1798055       1.0000       8071.6       0.0000      4.20117E-11   0.0000       0.0000       23750.       0.0000    
  341.1984890       1.0000       8067.3       0.0000      4.20117E-11   0.0000       0.0000       23754.       0.0000    
  341.2164927       1.0000       8063.1       0.0000      4.20117E-11   0.0000       0.0000       23758.       0.0000    
  341.2347019       1.0000       8058.9       0.0000      4.20117E-11   0.0000       0.0000       23763.       0.0000    
  341.2529417       1.0000       8054.7       0.0000      4.20117E-11   0.0000       0.0000       23767.       0.0000    
  341.2719537       1.0000       8050.4       0.0000      4.20117E-11   0.0000       0.0000       23771.       0.0000    
  341.2926427       1.0000       8045.6       0.0000      4.20117E-11   0.0000       0.0000       23775.       0.0000    
  341.3153501       1.0000       8040.4       0.0000      4.20117E-11   0.0000       0.0000       23780.       0.0000    
  341.3408346       1.0000       8034.5       0.0000      4.20117E-11   0.0000       0.0000       23786.       0.0000    
  341.3695986       1.0000       8027.9       0.0000      4.20117E-11   0.0000       0.0000       23792.       0.0000    
  341.4029150       1.0000       8020.2       0.0000      4.20117E-11   0.0000       0.0000       23799.       0.0000    
  341.4420061       1.0000       8011.2       0.0000      4.20117E-11   0.0000       0.0000       23807.       0.0000    
  341.4891999       1.0000       8000.4       0.0000      4.20117E-11   0.0000       0.0000       23817.       0.0000    
  341.5478014       1.0000       7986.9       0.0000      4.20117E-11   0.0000       0.0000       23829.       0.0000    
  341.6239840       1.0000       7969.4       0.0000      4.20117E-11   0.0000       0.0000       23844.       0.0000    
  341.7273979       1.0000       7945.6       0.0000      4.20117E-11   0.0000       0.0000       23864.       0.0000    
  341.8824781       1.0000       7909.9       0.0000      4.20117E-11   0.0000       0.0000       23892.       0.0000    
  342.0000000       1.0000       7882.9       0.0000      4.20117E-11   0.0000       0.0000       23914.       0.0000    
  342.0000000       1.0000       7882.9       0.0000      4.20117E-11   0.0000       0.0000       23914.       0.0000    
  342.0253099       1.0000       7877.0       0.0000      4.20117E-11   0.0000       0.0000       23918.       0.0000    
  342.0506198       1.0000       7871.2       0.0000      4.20117E-11   0.0000       0.0000       23923.       0.0000    
  342.1012396       1.0000       7848.7       0.0000      4.20117E-11   0.0000       0.0000       23931.       0.0000    
  342.2024792       1.0000       7792.2       0.0000      4.20117E-11   0.0000       0.0000       23945.       0.0000    
  342.4049584       1.0000       7679.1       0.0000      4.20117E-11   0.0000       0.0000       23968.       0.0000    
  342.8099168       1.0000       7452.8       0.0000      4.20117E-11   0.0000       0.0000       24000.       0.0000    
  343.0000000       1.0000       7346.5       0.0000      4.20117E-11   0.0000       0.0000       24013.       0.0000    
  343.0000000       1.0000       7346.5       0.0000      4.20117E-11   0.0000       0.0000       24013.       0.0000    
  343.0343945       1.0000       6590.5       0.0000      4.20117E-11   0.0000       0.0000       73167.       0.0000    
