#      time         order        room_phae1   room_phaer
  336.0000000       1.0000      1.00000E-03   45.000    
  336.0277111       1.0000      1.00000E-03   45.000    
  336.0554222       1.0000      1.00000E-03   45.000    
  336.0682198       1.0000      1.00000E-03   45.000    
  336.0682198       1.0000      1.00000E-03   45.000    
  336.0903887       1.0000      1.00000E-03   45.000    
  336.1125575       1.0000      1.00000E-03   45.000    
  336.1568953       1.0000      1.00000E-03   45.000    
  336.2455708       1.0000      1.00000E-03   45.000    
  336.4229219       1.0000      1.00000E-03   45.000    
  336.7776240       1.0000      1.00000E-03   45.000    
  337.0000000       1.0000      1.00000E-03   45.000    
  337.0000000       1.0000      1.00000E-03   45.000    
  337.2837617       1.0000      1.00000E-03   45.000    
  337.5675234       1.0000      1.00000E-03   45.000    
  338.0000000       1.0000      1.00000E-03   45.000    
  338.0000000       1.0000      1.00000E-03   45.000    
  338.2270094       1.0000      1.00000E-03   45.000    
  338.4540187       1.0000      1.00000E-03   45.000    
  338.9080375       1.0000      1.00000E-03   45.000    
  339.0000000       1.0000      1.00000E-03   45.000    
  339.0000000       1.0000      1.00000E-03   45.000    
  339.3632150       1.0000      1.00000E-03   45.000    
  339.7264300       1.0000      1.00000E-03   45.000    
  340.0000000       1.0000      1.00000E-03   45.000    
  340.0000000       1.0000      1.00000E-03   45.000    
  340.2001218       1.0000      1.00000E-03   45.000    
  340.4002436       1.0000      1.00000E-03   45.000    
  340.4264857       1.0000      1.00000E-03   45.000    
  340.4789699       1.0000      1.00000E-03   45.000    
  340.4789699       1.0000      1.00000E-03   45.000    
  340.6390673       1.0000      1.00000E-03   45.000    
  340.7991647       1.0000      1.00000E-03   45.000    
  341.0000000       1.0000      1.00000E-03   45.000    
  341.0000000       1.0000      1.00000E-03   45.000    
  341.0334978       1.0000      1.00000E-03   45.000    
  341.0669955       1.0000      1.00000E-03   45.000    
  341.0986329       1.0000      1.00000E-03   45.000    
  341.1209903       1.0000      1.00000E-03   45.000    
  341.1405617       1.0000      1.00000E-03   45.000    
  341.1612116       1.0000      1.00000E-03   45.000    
  341.1798055       1.0000      1.00000E-03   45.000    
  341.1984890       1.0000      1.00000E-03   45.000    
  341.2164927       1.0000      1.00000E-03   45.000    
  341.2347019       1.0000      1.00000E-03   45.000    
  341.2529417       1.0000      1.00000E-03   45.000    
  341.2719537       1.0000      1.00000E-03   45.000    
  341.2926427       1.0000      1.00000E-03   45.000    
  341.3153501       1.0000      1.00000E-03   45.000    
  341.3408346       1.0000      1.00000E-03   45.000    
  341.3695986       1.0000      1.00000E-03   45.000    
  341.4029150       1.0000      1.00000E-03   45.000    
  341.4420061       1.0000      1.00000E-03   45.000    
  341.4891999       1.0000      1.00000E-03   45.000    
  341.5478014       1.0000      1.00000E-03   45.000    
  341.6239840       1.0000      1.00000E-03   45.000    
  341.7273979       1.0000      1.00000E-03   45.000    
  341.8824781       1.0000      1.00000E-03   45.000    
  342.0000000       1.0000      1.00000E-03   45.000    
  342.0000000       1.0000      1.00000E-03   45.000    
  342.0253099       1.0000      1.00000E-03   45.000    
  342.0506198       1.0000      1.00000E-03   45.000    
  342.1012396       1.0000      1.00000E-03   45.000    
  342.2024792       1.0000      1.00000E-03   45.000    
  342.4049584       1.0000      1.00000E-03   45.000    
  342.8099168       1.0000      1.00000E-03   45.000    
  343.0000000       1.0000      1.00000E-03   45.000    
  343.0000000       1.0000      1.00000E-03   45.000    
  343.0343945       1.0000      1.00000E-03   45.000    
  343.0687890       1.0000      1.00000E-03   45.000    
  343.1011679       1.0000      1.00000E-03   45.000    
  343.1334259       1.0000      1.00000E-03   45.000    
  343.1754230       1.0000      1.00000E-03   45.000    
  343.2405886       1.0000      1.00000E-03   45.000    
  343.3211551       1.0000      1.00000E-03   45.000    
  343.4506229       1.0000      1.00000E-03   45.000    
  343.6546876       1.0000      1.00000E-03   45.000    
  344.0000000       1.0000      1.00000E-03   45.000    
  344.0000000       1.0000      1.00000E-03   45.000    
  344.0275156       1.0000      1.00000E-03   45.000    
  344.0550312       1.0000      1.00000E-03   45.000    
  344.1100624       1.0000      1.00000E-03   45.000    
  344.2201247       1.0000      1.00000E-03   45.000    
  344.4402494       1.0000      1.00000E-03   45.000    
  344.8804989       1.0000      1.00000E-03   45.000    
  345.0000000       1.0000      1.00000E-03   45.000    
  345.0000000       1.0000      1.00000E-03   45.000    
  345.3521996       1.0000      1.00000E-03   45.000    
  345.7043991       1.0000      1.00000E-03   45.000    
  346.0000000       1.0000      1.00000E-03   45.000    
  346.0000000       1.0000      1.00000E-03   45.000    
  346.2817596       1.0000      1.00000E-03   45.000    
  346.5635193       1.0000      1.00000E-03   45.000    
  347.0000000       1.0000      1.00000E-03   45.000    
  347.0000000       1.0000      1.00000E-03   45.000    
  347.2254077       1.0000      1.00000E-03   45.000    
  347.4508154       1.0000      1.00000E-03   45.000    
  347.9016308       1.0000      1.00000E-03   45.000    
  348.0000000       1.0000      1.00000E-03   45.000    
  348.0000000       1.0000      1.00000E-03   45.000    
  348.3606523       1.0000      1.00000E-03   45.000    
  348.7213047       1.0000      1.00000E-03   45.000    
  349.0000000       1.0000      1.00000E-03   45.000    
  349.0000000       1.0000      1.00000E-03   45.000    
  349.2885219       1.0000      1.00000E-03   45.000    
  349.5770437       1.0000      1.00000E-03   45.000    
  350.0000000       1.0000      1.00000E-03   45.000    
  350.0000000       1.0000      1.00000E-03   45.000    
  350.2308175       1.0000      1.00000E-03   45.000    
  350.4616350       1.0000      1.00000E-03   45.000    
  350.9232700       1.0000      1.00000E-03   45.000    
  351.0000000       1.0000      1.00000E-03   45.000    
  351.0000000       1.0000      1.00000E-03   45.000    
  351.3693080       1.0000      1.00000E-03   45.000    
  351.7386160       1.0000      1.00000E-03   45.000    
  352.0000000       1.0000      1.00000E-03   45.000    
  352.0000000       1.0000      1.00000E-03   45.000    
  352.2954464       1.0000      1.00000E-03   45.000    
  352.5908928       1.0000      1.00000E-03   45.000    
  353.0000000       1.0000      1.00000E-03   45.000    
  353.0000000       1.0000      1.00000E-03   45.000    
  353.2363571       1.0000      1.00000E-03   45.000    
  353.4727142       1.0000      1.00000E-03   45.000    
  353.9454285       1.0000      1.00000E-03   45.000    
  354.0000000       1.0000      1.00000E-03   45.000    
  354.0000000       1.0000      1.00000E-03   45.000    
  354.0046237       1.0000      1.00000E-03   45.000    
  354.0092474       1.0000      1.00000E-03   45.000    
  354.0134995       1.0000      1.00000E-03   45.000    
  354.0183217       1.0000      1.00000E-03   45.000    
  354.0235101       1.0000      1.00000E-03   45.000    
  354.0295713       1.0000      1.00000E-03   45.000    
  354.0367419       1.0000      1.00000E-03   45.000    
  354.0460348       1.0000      1.00000E-03   45.000    
  354.0614277       1.0000      1.00000E-03   45.000    
  354.0775703       1.0000      1.00000E-03   45.000    
  354.0952626       1.0000      1.00000E-03   45.000    
  354.1127914       1.0000      1.00000E-03   45.000    
  354.1321187       1.0000      1.00000E-03   45.000    
  354.1528605       1.0000      1.00000E-03   45.000    
  354.1761060       1.0000      1.00000E-03   45.000    
  354.2020698       1.0000      1.00000E-03   45.000    
  354.2319999       1.0000      1.00000E-03   45.000    
  354.2670234       1.0000      1.00000E-03   45.000    
  354.3090897       1.0000      1.00000E-03   45.000    
  354.3608224       1.0000      1.00000E-03   45.000    
  354.4274250       1.0000      1.00000E-03   45.000    
  354.5171731       1.0000      1.00000E-03   45.000    
  354.6460647       1.0000      1.00000E-03   45.000    
  354.8494441       1.0000      1.00000E-03   45.000    
  355.0000000       1.0000      1.00000E-03   45.000    
  355.0000000       1.0000      1.00000E-03   45.000    
  355.0034017       1.0000      1.00000E-03   45.000    
  355.0068033       1.0000      1.00000E-03   45.000    
  355.0136067       1.0000      1.00000E-03   45.000    
  355.0272133       1.0000      1.00000E-03   45.000    
  355.0544266       1.0000      1.00000E-03   45.000    
  355.1088533       1.0000      1.00000E-03   45.000    
  355.2177065       1.0000      1.00000E-03   45.000    
  355.4354131       1.0000      1.00000E-03   45.000    
  355.8708262       1.0000      1.00000E-03   45.000    
  356.0000000       1.0000      1.00000E-03   45.000    
  356.0000000       1.0000      1.00000E-03   45.000    
  356.3483305       1.0000      1.00000E-03   45.000    
  356.6966609       1.0000      1.00000E-03   45.000    
  357.0000000       1.0000      1.00000E-03   45.000    
  357.0000000       1.0000      1.00000E-03   45.000    
  357.2786644       1.0000      1.00000E-03   45.000    
  357.5573287       1.0000      1.00000E-03   45.000    
  358.0000000       1.0000      1.00000E-03   45.000    
  358.0000000       1.0000      1.00000E-03   45.000    
  358.2229315       1.0000      1.00000E-03   45.000    
  358.4458630       1.0000      1.00000E-03   45.000    
  358.4664371       1.0000      1.00000E-03   45.000    
  358.5075854       1.0000      1.00000E-03   45.000    
  358.5075854       1.0000      1.00000E-03   45.000    
  358.6859306       1.0000      1.00000E-03   45.000    
  358.8642758       1.0000      1.00000E-03   45.000    
  359.0000000       1.0000      1.00000E-03   45.000    
  359.0000000       1.0000      1.00000E-03   45.000    
  359.1426762       1.0000      1.00000E-03   45.000    
  359.2853523       1.0000      1.00000E-03   45.000    
  359.5707046       1.0000      1.00000E-03   45.000    
  360.0000000       1.0000      1.00000E-03   45.000    
