#      time         order        tairma       togactive    togpassiv    toper        tug       
  4679.000000       1.0000       19.378       26.500       28.195       22.239       20.695    
  4679.400000       1.0000       19.388       26.500       28.198       22.173       20.698    
  4679.800000       1.0000       19.394       26.500       28.200       22.107       20.700    
  4680.000000       1.0000       19.397       26.500       28.201       22.073       20.701    
  4680.000000       1.0000       19.397       26.500       28.201       22.073       20.701    
  4680.002746       1.0000       19.397       26.500       28.201       22.073       20.701    
  4680.005491       1.0000       19.397       26.500       28.201       22.072       20.701    
  4680.007168       1.0000       19.397       26.500       28.201       22.072       20.701    
  4680.007168       1.0000       19.397       26.500       28.201       22.072       20.701    
  4680.009364       1.0000       19.397       26.500       28.201       22.072       20.701    
  4680.011560       1.0000       19.397       26.500       28.201       22.071       20.701    
  4680.015953       1.0000       19.397       26.500       28.201       22.071       20.701    
  4680.024739       1.0000       19.397       26.500       28.201       22.069       20.701    
  4680.042311       1.0000       19.397       26.500       28.201       22.066       20.701    
  4680.077454       1.0000       19.397       26.500       28.201       22.061       20.701    
  4680.147740       1.0000       19.398       26.500       28.201       22.049       20.701    
  4680.288312       1.0000       19.399       26.500       28.202       22.026       20.702    
  4680.569457       1.0000       19.400       26.500       28.202       21.980       20.702    
  4680.676971       1.0000       19.401       26.500       28.202       21.963       20.702    
  4680.676971       1.0000       19.401       26.500       28.202       21.963       20.702    
  4680.726028       1.0000       19.401       26.500       28.202       21.955       20.702    
  4680.775084       1.0000       19.401       26.500       28.202       21.947       20.702    
  4680.873198       1.0000       19.401       26.500       28.202       21.931       20.702    
  4681.000000       1.0000       19.400       26.500       28.202       21.910       20.702    
  4681.000000       1.0000       19.400       26.500       28.202       21.910       20.702    
  4681.078491       1.0000       19.400       26.500       28.202       21.898       20.702    
  4681.156982       1.0000       19.400       26.500       28.202       21.885       20.702    
  4681.313963       1.0000       19.399       26.500       28.202       21.860       20.702    
  4681.627927       1.0000       19.397       26.500       28.201       21.810       20.701    
  4682.000000       1.0000       19.394       26.500       28.200       21.751       20.700    
  4682.000000       1.0000       19.394       26.500       28.200       21.751       20.700    
  4682.251171       1.0000       19.391       26.500       28.199       21.711       20.699    
  4682.502341       1.0000       19.387       26.500       28.198       21.671       20.698    
  4683.000000       1.0000       19.378       26.500       28.195       21.591       20.695    
  4683.000000       1.0000       19.378       26.500       28.195       21.591       20.695    
  4683.200936       1.0000       19.375       26.500       28.194       21.559       20.694    
  4683.401873       1.0000       19.372       26.500       28.193       21.527       20.693    
  4683.803746       1.0000       19.366       26.500       28.191       21.474       20.691    
  4684.000000       1.0000       19.362       26.500       28.190       21.449       20.690    
  4684.000000       1.0000       19.362       26.500       28.190       21.449       20.690    
  4684.006430       1.0000       19.362       26.500       28.190       21.448       20.690    
  4684.012860       1.0000       19.362       26.500       28.189       21.447       20.690    
  4684.023253       1.0000       19.362       26.500       28.189       21.446       20.689    
  4684.035152       1.0000       19.362       26.500       28.189       21.445       20.689    
  4684.052744       1.0000       19.361       26.500       28.189       21.443       20.689    
  4684.076747       1.0000       19.361       26.500       28.189       21.440       20.689    
  4684.097601       1.0000       19.360       26.500       28.189       21.437       20.689    
  4684.120210       1.0000       19.360       26.500       28.189       21.434       20.689    
  4684.139000       1.0000       19.360       26.500       28.189       21.432       20.689    
  4684.157579       1.0000       19.359       26.500       28.189       21.430       20.689    
  4684.174684       1.0000       19.359       26.500       28.189       21.428       20.689    
  4684.191659       1.0000       19.359       26.500       28.188       21.426       20.688    
  4684.208147       1.0000       19.359       26.500       28.188       21.424       20.688    
  4684.224654       1.0000       19.358       26.500       28.188       21.422       20.688    
  4684.241752       1.0000       19.358       26.500       28.188       21.420       20.688    
  4684.260203       1.0000       19.358       26.500       28.188       21.418       20.688    
  4684.280277       1.0000       19.357       26.500       28.188       21.416       20.688    
  4684.302422       1.0000       19.357       26.500       28.188       21.414       20.688    
  4684.327206       1.0000       19.357       26.500       28.188       21.411       20.688    
  4684.355250       1.0000       19.356       26.500       28.187       21.408       20.688    
  4684.387527       1.0000       19.356       26.500       28.187       21.405       20.687    
  4684.425324       1.0000       19.355       26.500       28.187       21.401       20.687    
  4684.470682       1.0000       19.354       26.500       28.187       21.396       20.687    
  4684.526668       1.0000       19.353       26.500       28.187       21.391       20.687    
  4684.598608       1.0000       19.352       26.500       28.186       21.384       20.686    
  4684.598608       1.0000       19.352       26.500       28.186       21.384       20.686    
  4684.606922       1.0000       19.352       26.500       28.186       21.383       20.686    
  4684.615236       1.0000       19.352       26.500       28.186       21.382       20.686    
  4684.631864       1.0000       19.352       26.500       28.186       21.381       20.686    
  4684.665121       1.0000       19.351       26.500       28.186       21.378       20.686    
  4684.731633       1.0000       19.350       26.500       28.186       21.371       20.686    
  4684.864659       1.0000       19.348       26.500       28.185       21.362       20.685    
  4685.000000       1.0000       19.347       26.500       28.184       21.356       20.684    
  4685.000000       1.0000       19.347       26.500       28.184       21.356       20.684    
  4685.106421       1.0000       19.345       26.500       28.184       21.359       20.684    
  4685.212841       1.0000       19.344       26.500       28.184       21.366       20.684    
  4685.425683       1.0000       19.343       26.500       28.183       21.403       20.683    
  4685.756025       1.0000       19.343       26.500       28.183       21.523       20.683    
  4686.000000       1.0000       19.344       26.500       28.184       21.654       20.684    
  4686.000000       1.0000       19.344       26.500       28.184       21.654       20.684    
  4686.034055       1.0000       19.345       26.500       28.184       21.674       20.684    
  4686.068109       1.0000       19.345       26.500       28.184       21.694       20.684    
  4686.136219       1.0000       19.346       26.500       28.184       21.736       20.684    
  4686.216293       1.0000       19.347       26.500       28.185       21.788       20.685    
  4686.308038       1.0000       19.349       26.500       28.185       21.845       20.685    
  4686.427983       1.0000       19.352       26.500       28.186       21.919       20.686    
  4686.602839       1.0000       19.358       26.500       28.188       22.019       20.688    
  4686.906805       1.0000       19.373       26.500       28.193       22.162       20.693    
  4686.912496       1.0000       19.373       26.500       28.193       22.165       20.693    
  4686.912496       1.0000       19.373       26.500       28.193       22.165       20.693    
  4686.929004       1.0000       19.374       26.500       28.193       22.172       20.693    
  4686.945513       1.0000       19.375       26.500       28.194       22.180       20.694    
  4686.978529       1.0000       19.377       26.500       28.194       22.194       20.694    
  4687.000000       1.0000       19.378       26.500       28.195       22.202       20.695    
  4687.000000       1.0000       19.378       26.500       28.195       22.202       20.695    
  4687.026413       1.0000       19.375       26.500       28.194       22.212       20.694    
  4687.052827       1.0000       19.373       26.500       28.193       22.222       20.693    
  4687.063392       1.0000       19.371       26.500       28.193       22.226       20.693    
  4687.084523       1.0000       19.369       26.500       28.192       22.234       20.692    
  4687.092975       1.0000       19.369       26.500       28.192       22.237       20.692    
  4687.109880       1.0000       19.367       26.500       28.191       22.243       20.691    
  4687.143689       1.0000       19.364       26.500       28.190       22.233       20.690    
  4687.189019       1.0000       19.360       26.500       28.189       22.243       20.689    
  4687.241589       1.0000       19.355       26.500       28.187       22.254       20.687    
  4687.299583       1.0000       19.350       26.500       28.185       22.267       20.685    
  4687.365131       1.0000       19.344       26.500       28.184       22.283       20.684    
  4687.442218       1.0000       19.338       26.500       28.182       22.303       20.682    
  4687.543623       1.0000       19.331       26.500       28.179       22.329       20.679    
  4687.668103       1.0000       19.322       26.500       28.176       22.360       20.676    
  4687.831894       1.0000       19.312       26.500       28.173       22.400       20.673    
  4687.966248       1.0000       19.305       26.500       28.171       22.433       20.671    
  4688.000000       1.0000       19.304       26.500       28.170       22.441       20.670    
  4688.000000       1.0000       19.304       26.500       28.170       22.441       20.670    
