#      time         order        t            tair         tout      
  4697.066491       1.0000       17.010       23.515       22.544    
  4697.083985       1.0000       17.010       23.478       22.535    
  4697.099707       1.0000       17.010       23.444       22.526    
  4697.117630       1.0000       17.010       23.405       22.516    
  4697.135959       1.0000       17.010       23.365       22.505    
  4697.156833       1.0000       17.010       23.320       22.493    
  4697.179761       1.0000       17.010       23.271       22.480    
  4697.185048       1.0000       17.010       23.259       22.476    
  4697.195624       1.0000       17.010       23.236       22.469    
  4697.216774       1.0000       17.010       23.191       22.456    
  4697.246180       1.0000       17.010       23.127       22.437    
  4697.283125       1.0000       17.010       23.047       22.415    
  4697.329032       1.0000       17.010       22.948       22.389    
  4697.386995       1.0000       17.010       22.823       22.357    
  4697.462957       1.0000       17.010       22.659       22.318    
  4697.567809       1.0000       17.010       22.433       22.268    
  4697.724021       1.0000       17.010       22.095       22.206    
  4697.724021       1.0000       17.010       22.095       22.206    
  4697.727568       1.0000       17.010       22.087       22.204    
  4697.731114       1.0000       17.010       22.080       22.203    
  4697.738208       1.0000       17.010       22.064       22.200    
  4697.752394       1.0000       17.010       22.034       22.195    
  4697.780767       1.0000       17.010       21.973       22.184    
  4697.837514       1.0000       17.010       21.850       22.164    
  4697.951006       1.0000       17.010       21.605       22.131    
  4698.000000       1.0000       17.010       21.499       22.118    
  4698.000000       1.0000       17.010       21.499       22.118    
  4698.090794       1.0000       17.010       21.351       22.098    
  4698.181588       1.0000       17.010       21.207       22.081    
  4698.363176       1.0000       17.010       20.920       22.057    
  4698.651298       1.0000       17.010       20.463       22.026    
  4698.983799       1.0000       17.010       19.937       21.994    
  4698.983799       1.0000       17.010       19.937       21.994    
  4698.991899       1.0000       17.010       19.924       21.993    
  4699.000000       1.0000       17.010       19.911       21.993    
  4699.000000       1.0000       17.010       19.911       21.993    
  4699.006480       1.0000       17.010       19.901       21.992    
  4699.012961       1.0000       17.010       19.892       21.991    
  4699.025922       1.0000       17.010       19.875       21.990    
  4699.051844       1.0000       17.010       19.842       21.988    
  4699.103687       1.0000       17.010       19.775       21.983    
  4699.207374       1.0000       17.010       19.640       21.973    
  4699.414749       1.0000       17.010       19.371       21.953    
  4699.829497       1.0000       17.010       18.834       21.895    
  4700.000000       1.0000       17.010       18.613       21.876    
  4700.000000       1.0000       17.010       18.613       21.876    
  4700.331799       1.0000       17.010       18.183       21.812    
  4700.663598       1.0000       17.010       17.753       21.742    
  4701.000000       1.0000       17.010       17.317       21.683    
  4701.000000       1.0000       17.010       17.317       21.683    
  4701.265439       1.0000       17.010       17.047       21.640    
  4701.530878       1.0000       17.010       16.780       21.601    
  4701.845387       1.0000       17.010       16.463       21.557    
  4701.845387       1.0000       17.010       16.463       21.557    
  4701.922693       1.0000       17.010       16.385       21.546    
  4702.000000       1.0000       17.010       16.307       21.536    
  4702.000000       1.0000       17.010       16.307       21.536    
  4702.061845       1.0000       17.010       16.245       21.527    
  4702.123690       1.0000       17.010       16.182       21.519    
  4702.247381       1.0000       17.010       16.058       21.502    
  4702.320319       1.0000       17.010       15.984       21.492    
  4702.320319       1.0000       16.984       15.984       21.492    
  4702.419271       1.0000       17.000       15.884       21.479    
  4702.518223       1.0000       17.000       15.785       21.465    
  4702.643255       1.0000       17.000       15.659       21.448    
  4702.799802       1.0000       17.000       15.501       21.427    
  4703.000000       1.0000       17.000       15.299       21.400    
