#      time         order        tair      
  336.0000000       1.0000      -13.680    
  336.0277111       1.0000      -13.688    
  336.0554222       1.0000      -13.696    
  336.0682198       1.0000      -13.700    
  336.0682198       1.0000      -13.700    
  336.0903887       1.0000      -13.704    
  336.1125575       1.0000      -13.709    
  336.1568953       1.0000      -13.718    
  336.2455708       1.0000      -13.735    
  336.4229219       1.0000      -13.771    
  336.7776240       1.0000      -13.842    
  337.0000000       1.0000      -13.886    
  337.0000000       1.0000      -13.886    
  337.2837617       1.0000      -13.932    
  337.5675234       1.0000      -13.975    
  338.0000000       1.0000      -14.040    
  338.0000000       1.0000      -14.040    
  338.2270094       1.0000      -14.074    
  338.4540187       1.0000      -14.108    
  338.9080375       1.0000      -14.176    
  339.0000000       1.0000      -14.190    
  339.0000000       1.0000      -14.190    
  339.3632150       1.0000      -14.230    
  339.7264300       1.0000      -14.266    
  340.0000000       1.0000      -14.293    
  340.0000000       1.0000      -14.293    
  340.2001218       1.0000      -14.287    
  340.4002436       1.0000      -14.267    
  340.4264857       1.0000      -14.264    
  340.4789699       1.0000      -14.259    
  340.4789699       1.0000      -14.259    
  340.6390673       1.0000      -14.243    
  340.7991647       1.0000      -14.227    
  341.0000000       1.0000      -14.207    
  341.0000000       1.0000      -14.207    
  341.0334978       1.0000      -14.203    
  341.0669955       1.0000      -14.200    
  341.0986329       1.0000      -14.189    
  341.1209903       1.0000      -14.181    
  341.1405617       1.0000      -14.175    
  341.1612116       1.0000      -14.167    
  341.1798055       1.0000      -14.161    
  341.1984890       1.0000      -14.154    
  341.2164927       1.0000      -14.148    
  341.2347019       1.0000      -14.142    
  341.2529417       1.0000      -14.135    
  341.2719537       1.0000      -14.129    
  341.2926427       1.0000      -14.121    
  341.3153501       1.0000      -14.113    
  341.3408346       1.0000      -14.105    
  341.3695986       1.0000      -14.094    
  341.4029150       1.0000      -14.083    
  341.4420061       1.0000      -14.069    
  341.4891999       1.0000      -14.053    
  341.5478014       1.0000      -14.032    
  341.6239840       1.0000      -14.005    
  341.7273979       1.0000      -13.969    
  341.8824781       1.0000      -13.915    
  342.0000000       1.0000      -13.874    
  342.0000000       1.0000      -13.874    
  342.0253099       1.0000      -13.865    
  342.0506198       1.0000      -13.856    
  342.1012396       1.0000      -13.822    
  342.2024792       1.0000      -13.736    
  342.4049584       1.0000      -13.564    
  342.8099168       1.0000      -13.219    
  343.0000000       1.0000      -13.058    
  343.0000000       1.0000      -13.058    
  343.0343945       1.0000      -13.029    
  343.0687890       1.0000      -12.999    
  343.1011679       1.0000      -12.969    
  343.1334259       1.0000      -12.938    
  343.1754230       1.0000      -12.898    
  343.2405886       1.0000      -12.836    
  343.3211551       1.0000      -12.760    
  343.4506229       1.0000      -12.637    
  343.6546876       1.0000      -12.443    
  344.0000000       1.0000      -12.115    
  344.0000000       1.0000      -12.115    
  344.0275156       1.0000      -12.089    
  344.0550312       1.0000      -12.062    
  344.1100624       1.0000      -12.014    
  344.2201247       1.0000      -11.921    
  344.4402494       1.0000      -11.734    
  344.8804989       1.0000      -11.359    
  345.0000000       1.0000      -11.258    
  345.0000000       1.0000      -11.258    
  345.3521996       1.0000      -10.987    
  345.7043991       1.0000      -10.723    
  346.0000000       1.0000      -10.501    
  346.0000000       1.0000      -10.501    
  346.2817596       1.0000      -10.343    
  346.5635193       1.0000      -10.202    
  347.0000000       1.0000      -9.9841    
  347.0000000       1.0000      -9.9841    
  347.2254077       1.0000      -9.8871    
  347.4508154       1.0000      -9.7969    
  347.9016308       1.0000      -9.6166    
  348.0000000       1.0000      -9.5772    
  348.0000000       1.0000      -9.5772    
  348.3606523       1.0000      -9.4769    
  348.7213047       1.0000      -9.3867    
  349.0000000       1.0000      -9.3170    
  349.0000000       1.0000      -9.3170    
  349.2885219       1.0000      -9.3000    
  349.5770437       1.0000      -9.3000    
  350.0000000       1.0000      -9.3000    
  350.0000000       1.0000      -9.3000    
  350.2308175       1.0000      -9.3488    
  350.4616350       1.0000      -9.4181    
  350.9232700       1.0000      -9.5565    
