#      time         order        t            tair         tout      
  4679.000000       1.0000       17.000       15.297       21.503    
  4679.400000       1.0000       17.000       14.951       21.446    
  4679.800000       1.0000       17.000       14.605       21.390    
  4680.000000       1.0000       17.000       14.432       21.362    
  4680.000000       1.0000       17.000       14.434       21.362    
  4680.002746       1.0000       17.000       14.432       21.361    
  4680.005491       1.0000       17.000       14.429       21.361    
  4680.007168       1.0000       17.000       14.428       21.361    
  4680.007168       1.0000       17.000       14.428       21.361    
  4680.009364       1.0000       17.000       14.427       21.360    
  4680.011560       1.0000       17.000       14.425       21.360    
  4680.015953       1.0000       17.000       14.423       21.359    
  4680.024739       1.0000       17.000       14.418       21.358    
  4680.042311       1.0000       17.000       14.408       21.356    
  4680.077454       1.0000       17.000       14.387       21.351    
  4680.147740       1.0000       17.000       14.347       21.341    
  4680.288312       1.0000       17.000       14.266       21.322    
  4680.569457       1.0000       17.000       14.104       21.283    
  4680.676996       1.0000       17.000       14.042       21.268    
  4680.676996       1.0000       17.000       14.042       21.268    
  4680.726040       1.0000       17.000       14.014       21.262    
  4680.775084       1.0000       17.000       13.986       21.255    
  4680.873172       1.0000       17.000       13.929       21.242    
  4681.000000       1.0000       17.000       13.856       21.224    
  4681.000000       1.0000       17.000       13.856       21.224    
  4681.078470       1.0000       17.000       13.821       21.214    
  4681.156941       1.0000       17.000       13.787       21.203    
  4681.313881       1.0000       17.000       13.719       21.182    
  4681.627763       1.0000       17.000       13.584       21.141    
  4682.000000       1.0000       17.000       13.423       21.091    
  4682.000000       1.0000       17.000       13.423       21.091    
  4682.251105       1.0000       17.000       13.315       21.058    
  4682.502210       1.0000       17.000       13.206       21.025    
  4683.000000       1.0000       17.000       12.991       20.959    
  4683.000000       1.0000       17.000       12.991       20.959    
  4683.200884       1.0000       17.000       12.932       20.933    
  4683.401768       1.0000       17.000       12.874       20.906    
  4683.803536       1.0000       17.000       12.759       20.893    
  4684.000000       1.0000       17.000       12.702       20.893    
  4684.000000       1.0000       17.000       12.702       20.893    
  4684.006428       1.0000       17.000       12.700       20.893    
  4684.012857       1.0000       17.000       12.702       20.893    
  4684.023268       1.0000       17.000       12.705       20.893    
  4684.035190       1.0000       17.000       12.708       20.892    
  4684.052835       1.0000       17.000       12.713       20.891    
  4684.076866       1.0000       17.000       12.720       20.889    
  4684.097768       1.0000       17.000       12.726       20.888    
  4684.120418       1.0000       17.000       12.733       20.888    
  4684.139272       1.0000       17.000       12.738       20.887    
  4684.157925       1.0000       17.000       12.743       20.887    
  4684.175121       1.0000       17.000       12.748       20.887    
  4684.192204       1.0000       17.000       12.753       20.887    
  4684.208820       1.0000       17.000       12.758       20.887    
  4684.225481       1.0000       17.000       12.763       20.887    
  4684.242637       1.0000       17.000       12.768       20.888    
  4684.261190       1.0000       17.000       12.773       20.888    
  4684.281348       1.0000       17.000       12.779       20.889    
  4684.303612       1.0000       17.000       12.785       20.890    
  4684.328532       1.0000       17.000       12.793       20.891    
  4684.356755       1.0000       17.000       12.801       20.893    
  4684.389259       1.0000       17.000       12.810       20.895    
  4684.427362       1.0000       17.000       12.821       20.897    
  4684.473142       1.0000       17.000       12.834       20.899    
  4684.529739       1.0000       17.000       12.851       20.902    
  4684.602619       1.0000       17.000       12.872       20.905    
  4684.602619       1.0000       17.000       12.872       20.905    
  4684.610948       1.0000       17.000       12.874       20.906    
  4684.619277       1.0000       17.000       12.876       20.906    
  4684.635936       1.0000       17.000       12.881       20.907    
  4684.669253       1.0000       17.000       12.891       20.908    
