#      time         order        boil_q_1     boil_q_2     chil_q1      chil_q2      loccool      locheat      qdomwat   
  4679.000000       1.0000      4.18475E-08   0.0000      4.20117E-11   0.0000       0.0000      5.86958E-18   0.0000    
  4679.400000       1.0000      4.18475E-08   0.0000      4.20117E-11   0.0000       0.0000      6.52316E-18   0.0000    
  4679.800000       1.0000      4.18475E-08   0.0000      4.20117E-11   0.0000       0.0000     -7.65792E-18   0.0000    
  4680.000000       1.0000      4.18475E-08   0.0000      4.20117E-11   0.0000       0.0000     -2.22272E-16   0.0000    
  4680.000000       1.0000      4.18475E-08   0.0000      4.20117E-11   0.0000       0.0000     -6.95115E-18   0.0000    
  4680.002746       1.0000      4.18475E-08   0.0000      4.20117E-11   0.0000       0.0000      5.44664E-21   0.0000    
  4680.005491       1.0000      4.18475E-08   0.0000      4.20117E-11   0.0000       0.0000     -4.30581E-18   0.0000    
  4680.007168       1.0000      4.18475E-08   0.0000      4.20117E-11   0.0000       0.0000     -5.74743E-19   0.0000    
  4680.007168       1.0000      4.18475E-08   0.0000      4.20117E-11   0.0000       0.0000      1.01184E-20   0.0000    
  4680.009364       1.0000      4.18475E-08   0.0000      4.20117E-11   0.0000       0.0000     -5.84770E-20   0.0000    
  4680.011560       1.0000      4.18475E-08   0.0000      4.20117E-11   0.0000       0.0000     -1.77621E-18   0.0000    
  4680.015953       1.0000      4.18475E-08   0.0000      4.20117E-11   0.0000       0.0000      4.10843E-18   0.0000    
  4680.024739       1.0000      4.18475E-08   0.0000      4.20117E-11   0.0000       0.0000     -4.50982E-18   0.0000    
  4680.042311       1.0000      4.18475E-08   0.0000      4.20117E-11   0.0000       0.0000      1.06792E-17   0.0000    
  4680.077454       1.0000      4.18475E-08   0.0000      4.20117E-11   0.0000       0.0000     -4.84884E-16   0.0000    
  4680.147740       1.0000      4.18475E-08   0.0000      4.20117E-11   0.0000       0.0000     -1.81611E-17   0.0000    
  4680.288312       1.0000      4.18475E-08   0.0000      4.20117E-11   0.0000       0.0000     -1.33809E-17   0.0000    
  4680.569457       1.0000      4.18475E-08   0.0000      4.20117E-11   0.0000       0.0000      1.85400E-18   0.0000    
  4680.676996       1.0000      4.18475E-08   0.0000      4.20117E-11   0.0000       0.0000      3.39718E-16   0.0000    
  4680.676996       1.0000      4.18475E-08   0.0000      4.20117E-11   0.0000       0.0000      1.43828E-18   0.0000    
  4680.726040       1.0000      4.18475E-08   0.0000      4.20117E-11   0.0000       0.0000     -1.84223E-17   0.0000    
  4680.775084       1.0000      4.18475E-08   0.0000      4.20117E-11   0.0000       0.0000      1.58864E-16   0.0000    
  4680.873172       1.0000      4.18475E-08   0.0000      4.20117E-11   0.0000       0.0000      2.83770E-15   0.0000    
  4681.000000       1.0000      4.18475E-08   0.0000      4.20117E-11   0.0000       0.0000      2.85654E-15   0.0000    
  4681.000000       1.0000      4.18475E-08   0.0000      4.20117E-11   0.0000       0.0000      2.80175E-16   0.0000    
  4681.078470       1.0000      4.18475E-08   0.0000      4.20117E-11   0.0000       0.0000     -1.55454E-17   0.0000    
  4681.156941       1.0000      4.18475E-08   0.0000      4.20117E-11   0.0000       0.0000      2.39172E-15   0.0000    
  4681.313881       1.0000      4.18475E-08   0.0000      4.20117E-11   0.0000       0.0000     -1.81564E-16   0.0000    
  4681.627763       1.0000      4.18475E-08   0.0000      4.20117E-11   0.0000       0.0000     -2.58883E-15   0.0000    
  4682.000000       1.0000      4.18475E-08   0.0000      4.20117E-11   0.0000       0.0000     -2.24874E-18   0.0000    
  4682.000000       1.0000      4.18475E-08   0.0000      4.20117E-11   0.0000       0.0000      3.94359E-21   0.0000    
  4682.251105       1.0000      4.18475E-08   0.0000      4.20117E-11   0.0000       0.0000      1.81622E-17   0.0000    
  4682.502210       1.0000      4.18475E-08   0.0000      4.20117E-11   0.0000       0.0000     -7.46405E-18   0.0000    
  4683.000000       1.0000      4.18475E-08   0.0000      4.20117E-11   0.0000       0.0000     -3.90302E-16   0.0000    
  4683.000000       1.0000      4.18475E-08   0.0000      4.20117E-11   0.0000       0.0000     -3.15024E-19   0.0000    
  4683.200884       1.0000      4.18475E-08   0.0000      4.20117E-11   0.0000       0.0000      8.76411E-18   0.0000    
  4683.401768       1.0000      4.18475E-08   0.0000      4.20117E-11   0.0000       0.0000      1.54944E-18   0.0000    
  4683.803536       1.0000      4.18475E-08   0.0000      4.20117E-11   0.0000       0.0000     -6.95718E-18   0.0000    
  4684.000000       1.0000      4.18475E-08   0.0000      4.20117E-11   0.0000       0.0000      8.32630E-19   0.0000    
  4684.000000       1.0000      4.18475E-08   0.0000      4.20117E-11   0.0000       0.0000      5.99913E-20   0.0000    
  4684.006428       1.0000      4.18475E-08   0.0000      4.20117E-11   0.0000       0.0000     -3.73037E-18   0.0000    
  4684.012857       1.0000      4.18475E-08   0.0000      4.20117E-11   0.0000       0.0000     -1.52227E-19   0.0000    
